Year,NOC,Comes_from_City,Avg_Age,Avg_Height,Avg_Weight,Total_Medal_Score,Number_of_Athelete,Sport_type_Both,Sport_type_Individual,Sport_type_Team,Sex_F,Sex_M
2012,PLE,0,21.6,171.2,63.0,0,5,0,3,2,2,3
2012,PLW,0,21.4,163.4,59.0,0,5,0,4,1,3,2
2012,PNG,0,24.625,169.0,68.125,0,8,0,6,2,4,4
2012,POL,0,26.4609375,179.5625,74.689453125,20,256,22,203,31,111,145
2012,POR,0,27.836734693877553,173.01020408163265,67.36224489795919,4,98,11,76,11,42,56
2012,PRK,0,21.962962962962962,162.40740740740742,57.666666666666664,18,54,0,36,18,38,16
2012,PUR,0,24.428571428571427,178.5,71.92857142857143,3,14,0,13,1,5,9
2012,QAT,0,22.642857142857142,171.14285714285714,65.71428571428571,2,14,0,12,2,5,9
2012,ROU,0,25.773722627737225,175.78832116788323,71.17518248175182,27,137,31,86,20,61,76
2012,RSA,0,25.405594405594407,177.11888111888112,71.26573426573427,29,143,0,54,89,61,82
2012,RUS,0,25.46617915904936,177.7385740402194,70.62340036563072,327,547,73,350,124,282,265
2012,RWA,0,23.714285714285715,166.71428571428572,61.0,0,7,0,5,2,2,5
2012,SAM,0,28.11111111111111,179.44444444444446,87.22222222222223,0,9,0,9,0,3,6
2012,SEN,0,24.8125,180.71875,74.875,0,32,0,13,19,7,25
2012,SEY,0,19.6,172.6,68.8,0,5,0,3,2,2,3
2012,SGP,0,23.444444444444443,166.0,61.916666666666664,4,36,4,23,9,24,12
2012,SKN,0,21.428571428571427,175.85714285714286,74.57142857142857,0,7,0,7,0,0,7
2012,SLE,0,25.5,180.5,73.5,0,2,0,2,0,1,1
2012,SLO,0,26.358974358974358,175.74358974358975,70.08974358974359,9,78,4,56,18,48,30
2012,SMR,0,27.25,167.75,65.75,0,4,0,3,1,3,1
2012,SOL,0,30.5,167.5,64.0,0,2,0,2,0,1,1
2012,SRB,0,26.64179104477612,185.55223880597015,81.1268656716418,20,134,24,69,41,42,92
2012,SRI,0,26.5,168.375,60.875,0,8,0,6,2,3,5
2012,STP,0,23.0,173.5,64.5,0,2,0,2,0,1,1
2012,SUD,0,23.0,176.16666666666666,61.0,0,6,0,4,2,2,4
2012,SUI,0,27.38095238095238,177.6904761904762,72.18253968253968,12,126,11,81,34,37,89
2012,SUR,0,22.0,169.2,68.0,0,5,0,3,2,2,3
2012,SVK,0,27.415384615384614,177.52307692307693,70.5,6,65,6,52,7,30,35
2012,SWE,0,28.404761904761905,178.32738095238096,72.25595238095238,45,168,4,95,69,102,66
2012,SWZ,0,22.0,176.66666666666666,74.66666666666667,0,3,0,2,1,1,2
2012,SYR,0,24.5,177.9,74.1,0,10,0,8,2,4,6
2012,TAN,0,26.666666666666668,166.33333333333334,58.166666666666664,0,6,0,4,2,2,4
2012,TGA,0,27.0,183.0,88.5,0,2,0,1,1,1,1
2012,THA,0,24.930232558139537,168.11627906976744,64.40697674418605,5,43,0,39,4,21,22
2012,TJK,0,27.1875,175.3125,77.25,1,16,0,15,1,3,13
2012,TKM,0,23.0,174.3,69.6,0,10,0,8,2,3,7
2012,TLS,0,24.0,159.5,53.0,0,2,0,2,0,1,1
2012,TOG,0,25.0,173.4,68.8,0,5,0,4,1,2,3
2012,TPE,0,24.236363636363638,169.5818181818182,67.94545454545455,3,55,0,51,4,33,22
2012,TTO,0,24.81081081081081,177.86486486486487,74.64864864864865,17,37,0,35,2,12,25
2012,TUN,0,25.378048780487806,184.4390243902439,81.84146341463415,7,82,13,36,33,19,63
2012,TUR,0,25.672268907563026,174.47058823529412,70.76470588235294,13,119,13,86,20,67,52
2012,TUV,0,20.5,158.0,68.0,0,2,0,2,0,0,2
2012,UAE,0,23.708333333333332,174.29166666666666,70.45833333333333,0,24,0,6,18,2,22
2012,UGA,0,24.0625,170.9375,59.5625,4,16,0,14,2,4,12
2012,UKR,0,25.584192439862544,175.5979381443299,70.14432989690722,58,291,25,238,28,136,155
2012,URU,0,23.962962962962962,179.11111111111111,73.96296296296296,0,27,0,9,18,3,24
2012,USA,0,26.664731494920176,178.3309143686502,74.6923076923077,740,689,74,427,188,343,346
2012,UZB,0,25.634615384615383,175.94230769230768,75.26923076923077,6,52,0,50,2,18,34
2012,VAN,0,24.6,172.0,73.0,0,5,0,5,0,2,3
2012,VEN,0,26.313253012048193,172.3734939759036,69.47590361445783,4,83,4,60,19,35,48
2012,VIE,0,23.666666666666668,164.75,57.083333333333336,0,24,6,16,2,16,8
2012,VIN,0,23.5,180.5,73.5,0,2,0,2,0,1,1
2012,YEM,0,20.0,169.0,58.0,0,4,0,4,0,1,3
2012,ZAM,0,23.166666666666668,176.16666666666666,74.16666666666667,0,6,0,4,2,1,5
2012,ZIM,0,27.333333333333332,174.44444444444446,65.22222222222223,0,9,0,6,3,5,4
2014,ALB,0,20.0,163.0,56.0,0,2,0,2,0,2,0
2014,AND,0,23.5,170.08333333333334,67.75,0,12,0,11,1,5,7
2014,ARG,0,30.77777777777778,175.11111111111111,71.55555555555556,0,9,0,9,0,5,4
2014,ARM,0,23.0,175.83333333333334,70.33333333333333,0,6,0,6,0,1,5
2014,AUS,0,23.914634146341463,173.6829268292683,70.07317073170732,5,82,0,60,22,43,39
2014,AUT,0,26.976525821596244,177.2300469483568,73.89201877934272,51,213,0,154,59,74,139
2014,AZE,0,22.0,184.0,82.0,0,2,0,2,0,0,2
2014,BEL,0,26.3,173.7,66.4,0,10,0,7,3,5,5
2014,BER,0,32.0,193.0,81.0,0,1,0,1,0,0,1
2014,BIH,0,23.142857142857142,178.57142857142858,73.14285714285714,0,14,0,14,0,5,9
2014,BLR,0,28.48611111111111,171.83333333333334,66.54166666666667,21,72,0,72,0,30,42
2014,BRA,0,29.705882352941178,171.94117647058823,69.82352941176471,0,17,0,10,7,10,7
2014,BUL,0,25.595744680851062,174.29787234042553,69.08510638297872,0,47,0,44,3,10,37
2014,CAN,0,26.364902506963787,175.2841225626741,72.71866295264624,285,359,0,253,106,158,201
2014,CAY,0,26.0,180.0,86.0,0,2,0,2,0,0,2
2014,CHI,0,23.0,176.25,75.75,0,12,0,12,0,5,7
2014,CHN,0,23.577981651376145,169.78899082568807,62.68807339449541,25,109,0,95,14,66,43
2014,CRO,0,24.68,176.6,75.72,2,25,0,24,1,9,16
2014,CYP,0,20.0,165.0,61.0,0,2,0,2,0,0,2
2014,CZE,0,27.29608938547486,177.0558659217877,71.6927374301676,24,179,0,141,38,64,115
2014,DEN,0,28.083333333333332,184.91666666666666,81.5,0,12,0,7,5,1,11
2014,DMA,0,47.0,183.0,82.0,0,1,0,1,0,0,1
2014,ESP,0,25.487179487179485,173.4102564102564,68.1025641025641,0,39,0,35,4,11,28
2014,EST,0,25.633333333333333,180.48333333333332,70.46666666666667,0,60,0,60,0,14,46
2014,FIN,0,26.346938775510203,175.55102040816325,69.7687074829932,46,147,0,92,55,52,95
2014,FRA,0,25.8994708994709,174.24867724867724,68.8941798941799,33,189,0,165,24,71,118
2014,GBR,0,26.013157894736842,174.56578947368422,71.69736842105263,17,76,0,50,26,31,45
2014,GEO,0,22.571428571428573,173.71428571428572,69.28571428571429,0,7,0,7,0,3,4
2014,GER,0,26.73828125,175.5390625,70.71484375,93,256,0,195,61,121,135
2014,GRE,0,23.923076923076923,175.92307692307693,73.38461538461539,0,13,0,13,0,3,10
2014,HKG,0,20.0,173.0,66.0,0,1,0,1,0,0,1
2014,HUN,0,24.7027027027027,173.54054054054055,69.54054054054055,0,37,0,37,0,22,15
2014,IND,0,25.0,170.0,59.5,0,2,0,2,0,0,2
2014,IOA,0,32.0,183.0,85.0,0,1,0,1,0,0,1
2014,IRI,0,25.428571428571427,173.42857142857142,69.28571428571429,0,7,0,7,0,2,5
2014,IRL,0,19.75,174.0,73.5,0,8,0,6,2,2,6
2014,ISL,0,22.0,191.5,100.5,0,4,0,4,0,0,4
2014,ISR,0,24.0,186.0,84.0,0,3,0,3,0,0,3
2014,ISV,0,22.0,170.0,64.0,0,2,0,2,0,2,0
2014,ITA,0,26.22429906542056,172.8271028037383,68.10747663551402,16,214,0,191,23,90,124
2014,IVB,0,21.0,186.0,75.0,0,1,0,1,0,0,1
2014,JAM,0,38.0,178.5,100.0,0,2,0,0,2,0,2
2014,JPN,0,26.270440251572328,166.50314465408806,60.55974842767296,14,159,0,122,37,90,69
2014,KAZ,0,25.217391304347824,173.6086956521739,68.11304347826086,1,115,0,113,2,41,74
2014,KOR,0,23.614754098360656,172.28688524590163,67.64754098360656,40,122,0,102,20,47,75
2014,LAT,0,26.0,180.8780487804878,83.23170731707317,16,82,0,46,36,13,69
2014,LIB,0,19.333333333333332,180.0,69.33333333333333,0,3,0,3,0,1,2
2014,LIE,0,22.2,184.2,80.4,0,5,0,5,0,1,4
2014,LTU,0,21.666666666666668,176.38888888888889,66.66666666666667,0,18,0,18,0,10,8
2014,LUX,0,28.0,183.0,78.0,0,1,0,1,0,0,1
2014,MAR,0,18.0,168.0,68.0,0,4,0,4,0,2,2
2014,MDA,0,26.6,170.0,66.4,0,5,0,5,0,2,3
2014,MEX,0,55.0,183.0,77.0,0,1,0,1,0,0,1
2014,MGL,0,22.0,166.5,61.0,0,2,0,2,0,1,1
2014,MKD,0,26.666666666666668,177.33333333333334,72.33333333333333,0,6,0,6,0,1,5
2014,MLT,0,22.0,162.0,58.0,0,2,0,2,0,2,0
2014,MNE,0,19.0,179.33333333333334,72.66666666666667,0,3,0,3,0,1,2
2014,MON,0,27.363636363636363,176.1818181818182,75.9090909090909,0,11,0,9,2,2,9
2014,NED,0,26.341463414634145,177.52439024390245,72.95121951219512,75,82,0,66,16,41,41
2014,NEP,0,44.0,170.0,70.0,0,1,0,1,0,0,1
2014,NOR,0,27.963768115942027,178.86231884057972,74.06521739130434,64,138,0,108,30,36,102
2014,NZL,0,25.72222222222222,173.88888888888889,67.55555555555556,0,18,0,13,5,8,10
2014,PAK,0,18.0,163.0,64.0,0,1,0,1,0,0,1
2014,PAR,0,21.0,160.0,66.0,0,1,0,1,0,1,0
2014,PER,0,25.4,168.0,63.0,0,5,0,5,0,2,3
2014,POL,0,26.181208053691275,173.751677852349,66.46308724832215,27,149,0,135,14,73,76
2014,POR,0,18.5,172.5,65.0,0,4,0,4,0,2,2
2014,ROU,0,24.175,175.725,72.85,0,40,0,31,9,15,25
2014,RUS,333,26.21021021021021,175.24924924924926,71.45645645645645,159,333,0,245,88,143,190
2014,SLO,0,26.95689655172414,176.29310344827587,71.77586206896552,16,116,0,82,34,41,75
2014,SMR,0,17.0,168.5,55.5,0,2,0,2,0,1,1
2014,SRB,0,23.352941176470587,183.35294117647058,79.70588235294117,0,17,0,13,4,5,12
2014,SUI,0,25.995305164319248,174.05164319248826,71.59624413145539,52,213,0,124,89,93,120
2014,SVK,0,26.721739130434784,178.41739130434783,75.5391304347826,4,115,0,86,29,41,74
2014,SWE,0,26.541095890410958,176.74657534246575,74.3013698630137,103,146,0,95,51,62,84
2014,TGA,0,26.0,184.0,89.0,0,1,0,1,0,0,1
2014,THA,0,25.666666666666668,166.0,63.0,0,3,0,3,0,1,2
2014,TJK,0,28.0,160.0,65.0,0,1,0,1,0,0,1
2014,TLS,0,19.0,181.0,78.0,0,1,0,1,0,0,1
2014,TOG,0,18.333333333333332,166.33333333333334,58.666666666666664,0,3,0,3,0,3,0
2014,TPE,0,20.333333333333332,171.0,67.33333333333333,0,3,0,3,0,0,3
2014,TUR,0,28.77777777777778,168.22222222222223,64.66666666666667,0,9,0,9,0,5,4
2014,UKR,0,25.73267326732673,173.17821782178217,66.5049504950495,17,101,0,97,4,56,45
2014,USA,0,26.346049046321525,174.9891008174387,72.37874659400545,124,367,0,271,96,158,209
2014,UZB,0,23.0,182.5,67.5,0,4,0,4,0,2,2
2014,VEN,0,43.0,177.0,90.0,0,1,0,1,0,0,1
2014,ZIM,0,20.0,182.0,81.0,0,2,0,2,0,0,2
2016,AFG,0,24.666666666666668,173.66666666666666,74.0,0,3,0,3,0,1,2
2016,ALB,0,23.666666666666668,176.16666666666666,67.16666666666667,0,6,0,4,2,3,3
2016,ALG,0,23.95945945945946,174.02702702702703,68.37837837837837,4,74,10,44,20,13,61
2016,AND,0,26.0,171.5,66.25,0,4,0,3,1,2,2
2016,ANG,0,27.46153846153846,174.5,73.34615384615384,0,26,0,9,17,18,8
2016,ANT,0,22.375,176.75,71.125,0,8,0,6,2,2,6
2016,ARG,0,27.5,178.6594827586207,75.22413793103448,86,232,29,87,116,82,150
2016,ARM,0,24.529411764705884,170.3235294117647,73.6470588235294,10,34,6,27,1,10,24
2016,ARU,0,24.0,174.28571428571428,68.71428571428571,0,7,0,5,2,4,3
2016,ASA,0,25.25,176.75,75.25,0,4,0,4,0,1,3
2016,AUS,0,26.595703125,178.580078125,73.060546875,185,512,2,298,212,259,253
2016,AUT,0,27.388235294117646,176.89411764705883,70.04705882352941,2,85,4,68,13,40,45
2016,AZE,0,25.608695652173914,175.66666666666666,72.04347826086956,28,69,12,54,3,16,53
2016,BAH,0,25.78125,176.78125,68.6875,9,32,0,26,6,16,16
2016,BAN,0,25.5,166.5,71.75,0,4,0,3,1,1,3
2016,BAR,0,25.153846153846153,180.69230769230768,75.15384615384616,0,13,0,11,2,5,8
2016,BDI,0,24.5,171.8,59.1,2,10,0,8,2,4,6
2016,BEL,0,25.253623188405797,176.2246376811594,67.71739130434783,44,138,20,81,37,53,85
2016,BEN,0,26.5,179.33333333333334,78.83333333333333,0,6,0,4,2,2,4
2016,BER,0,25.125,174.125,69.125,0,8,0,6,2,4,4
2016,BHU,0,25.0,164.0,55.0,0,2,0,2,0,2,0
2016,BIH,0,25.272727272727273,180.1818181818182,85.9090909090909,0,11,0,9,2,4,7
2016,BIZ,0,27.333333333333332,183.66666666666666,79.33333333333333,0,3,0,3,0,1,2
2016,BLR,0,27.316901408450704,176.55633802816902,71.56338028169014,19,142,10,106,26,77,65
2016,BOL,0,25.583333333333332,171.33333333333334,64.25,0,12,0,10,2,6,6
2016,BOT,0,23.0,179.4,67.5,0,10,0,10,0,2,8
2016,BRA,581,27.197934595524956,175.4182444061962,71.34251290877796,166,581,70,282,229,259,322
2016,BRN,0,23.714285714285715,171.32142857142858,61.392857142857146,6,28,0,26,2,10,18
2016,BRU,0,23.0,158.0,57.333333333333336,0,3,0,3,0,1,2
2016,BUL,0,25.82758620689655,174.63793103448276,70.51724137931035,8,58,0,48,10,25,33
2016,BUR,0,22.6,181.0,84.4,0,5,0,3,2,2,3
2016,CAF,0,21.4,169.4,61.6,0,5,0,4,1,3,2
2016,CAM,0,29.5,163.5,56.833333333333336,0,6,0,4,2,4,2
2016,CAN,0,25.937965260545905,174.5012406947891,68.41191066997519,85,403,37,239,127,254,149
2016,CAY,0,23.2,179.4,73.6,0,5,0,3,2,2,3
2016,CGO,0,26.0,175.5,82.25,0,8,0,6,2,3,5
2016,CHA,0,23.5,173.0,51.5,0,2,0,2,0,1,1
2016,CHI,0,27.148936170212767,172.6595744680851,66.97872340425532,0,47,6,36,5,21,26
2016,CHN,0,23.971943887775552,175.0,67.9559118236473,281,499,57,290,152,295,204
2016,CIV,0,26.0,175.64285714285714,68.64285714285714,5,14,0,12,2,8,6
2016,CMR,0,26.636363636363637,173.86363636363637,72.4090909090909,0,22,10,12,0,17,5
2016,COD,0,21.0,163.0,48.0,0,1,0,1,0,1,0
2016,COK,0,23.333333333333332,172.66666666666666,73.0,0,9,0,7,2,5,4
2016,COL,0,25.808917197452228,169.72611464968153,64.56050955414013,19,157,10,97,50,76,81
2016,COM,0,21.75,168.5,60.5,0,4,0,2,2,2,2
2016,CPV,0,21.5,175.0,63.5,0,4,0,3,1,3,1
2016,CRC,0,28.272727272727273,173.0909090909091,68.63636363636364,0,11,0,8,3,4,7
2016,CRO,0,27.043010752688172,185.95698924731184,85.0,60,93,4,48,41,24,69
2016,CUB,0,24.545454545454547,174.74825174825176,72.77622377622377,28,143,28,111,4,43,100
2016,CYP,0,24.476190476190474,175.8095238095238,68.23809523809524,0,21,6,13,2,7,14
2016,CZE,0,26.962962962962962,180.0962962962963,74.47407407407407,20,135,6,110,19,56,79
2016,DEN,0,26.3986013986014,180.94405594405595,74.7062937062937,96,143,0,85,58,61,82
2016,DJI,0,21.875,175.625,61.75,0,8,0,7,1,1,7
2016,DMA,0,25.0,179.0,74.0,0,2,0,2,0,1,1
2016,DOM,0,25.666666666666668,172.5,63.8,1,30,0,28,2,8,22
2016,ECU,0,27.692307692307693,169.35897435897436,65.17948717948718,0,39,0,36,3,16,23
2016,EGY,0,24.53731343283582,176.84328358208955,75.03731343283582,3,134,16,92,26,45,89
2016,ERI,0,29.0,172.0,56.333333333333336,0,6,0,6,0,1,5
2016,ESA,0,24.5,167.16666666666666,64.16666666666667,0,6,0,6,0,2,4
2016,ESP,0,27.62707182320442,176.42265193370164,71.10497237569061,91,362,11,176,175,172,190
2016,EST,0,27.53061224489796,180.0,78.04081632653062,4,49,0,47,2,21,28
2016,ETH,0,23.27027027027027,170.0,55.729729729729726,13,37,0,35,2,20,17
2016,FIJ,0,25.5531914893617,177.59574468085106,80.61702127659575,52,47,0,6,41,13,34
2016,FIN,0,26.484848484848484,176.0909090909091,70.54545454545455,1,66,6,44,16,33,33
2016,FRA,0,27.107632093933464,177.9256360078278,72.38747553816047,211,511,55,293,163,216,295
2016,FSM,0,23.8,154.6,64.0,0,5,0,3,2,3,2
2016,GAB,0,26.5,174.16666666666666,75.33333333333333,0,6,0,5,1,2,4
2016,GBR,0,26.664543524416136,176.59660297239915,71.18046709129511,387,471,47,313,111,208,263
2016,GBS,0,27.0,172.0,76.0,0,5,0,5,0,2,3
2016,GEO,0,26.8,176.6888888888889,82.4,14,45,0,42,3,14,31
2016,GEQ,0,27.0,170.0,63.0,0,1,0,1,0,0,1
2016,GER,0,26.54392523364486,178.15887850467288,73.00373831775701,349,535,45,343,147,246,289
2016,GHA,0,24.7,170.1,64.1,0,10,0,10,0,7,3
2016,GRE,0,25.776699029126213,180.7864077669903,74.40776699029126,17,103,3,57,43,36,67
2016,GRN,0,23.25,173.0,67.75,2,4,0,3,1,1,3
2016,GUA,0,24.88,169.0,60.04,0,25,4,18,3,10,15
2016,GUI,0,19.8,168.0,69.2,0,5,0,3,2,3,2
2016,GUM,0,24.0,174.8,67.4,0,5,0,3,2,2,3
2016,GUY,0,21.714285714285715,163.42857142857142,63.285714285714285,0,7,0,5,2,4,3
2016,HAI,0,26.333333333333332,174.66666666666666,66.16666666666667,0,6,0,5,1,1,5
2016,HKG,0,25.148936170212767,170.85106382978722,63.95744680851064,0,47,0,35,12,30,17
2016,HON,0,23.47826086956522,178.8695652173913,78.21739130434783,0,23,0,5,18,1,22
2016,HUN,0,26.774509803921568,179.4264705882353,75.22549019607843,61,204,6,112,86,90,114
2016,INA,0,24.548387096774192,168.5483870967742,66.70967741935483,12,31,0,29,2,11,20
2016,IND,0,26.165289256198346,169.92561983471074,66.34710743801652,3,121,5,82,34,57,64
2016,IOA,0,36.666666666666664,176.66666666666666,85.33333333333333,5,6,0,4,2,1,5
2016,IRI,0,26.761194029850746,181.23880597014926,81.55223880597015,18,67,12,54,1,11,56
2016,IRL,0,28.365591397849464,175.1505376344086,68.52688172043011,6,93,10,60,23,31,62
2016,IRQ,0,22.7,178.2,74.5,0,20,0,4,16,0,20
2016,ISL,0,23.928571428571427,177.21428571428572,73.64285714285714,0,14,4,4,6,10,4
2016,ISR,0,25.033898305084747,174.33898305084745,66.77966101694915,2,59,2,34,23,31,28
2016,ISV,0,28.2,185.0,86.6,0,5,0,5,0,1,4
2016,ITA,0,26.839598997493734,176.593984962406,69.70426065162907,136,399,49,252,98,186,213
2016,IVB,0,25.0,165.0,60.333333333333336,0,3,0,2,1,3,0
2016,JAM,0,25.12,174.90666666666667,70.44,74,75,4,69,2,43,32
2016,JOR,0,23.875,174.75,73.375,4,8,0,6,2,1,7
2016,JPN,0,25.408256880733944,169.11238532110093,63.075688073394495,128,436,61,219,156,209,227
2016,KAZ,0,25.739837398373982,174.91056910569105,72.15447154471545,32,123,0,118,5,57,66
2016,KEN,0,26.85135135135135,170.64864864864865,65.51351351351352,36,74,0,48,26,30,44
2016,KGZ,0,25.22222222222222,171.61111111111111,73.33333333333333,0,18,0,17,1,7,11
2016,KIR,0,23.333333333333332,163.0,73.0,0,3,0,3,0,1,2
2016,KOR,0,25.77992277992278,172.6061776061776,67.11583011583012,68,259,38,161,60,114,145
2016,KOS,0,23.875,173.5,63.875,4,8,0,6,2,5,3
2016,KSA,0,26.272727272727273,170.63636363636363,65.27272727272727,0,11,0,11,0,3,8
2016,LAO,0,18.75,171.75,59.0,0,4,0,2,2,2,2
2016,LAT,0,26.606060606060606,180.66666666666666,77.9090909090909,0,33,0,29,4,13,20
2016,LBA,0,25.0,176.0,63.0,0,2,0,2,0,0,2
2016,LCA,0,24.2,173.0,62.6,0,5,0,4,1,3,2
2016,LES,0,26.333333333333332,175.0,64.0,0,3,0,3,0,0,3
2016,LIB,0,27.625,171.375,68.0,0,8,0,7,1,4,4
2016,LIE,0,24.0,179.66666666666666,77.0,0,3,0,1,2,2,1
2016,LTU,0,26.3125,184.1375,82.1875,9,80,7,49,24,20,60
2016,LUX,0,27.733333333333334,177.66666666666666,68.33333333333333,0,15,0,8,7,7,8
2016,MAD,0,26.833333333333332,168.0,62.833333333333336,0,6,0,4,2,4,2
2016,MAR,0,26.48076923076923,173.3846153846154,64.61538461538461,1,52,0,50,2,21,31
2016,MAS,0,24.023809523809526,168.76190476190476,64.35714285714286,15,42,0,37,5,19,23
2016,MAW,0,21.6,164.2,59.4,0,5,0,3,2,2,3
2016,MDA,0,26.304347826086957,177.8695652173913,81.04347826086956,0,23,0,21,2,9,14
2016,MDV,0,22.666666666666668,157.0,51.666666666666664,0,3,0,2,1,2,1
2016,MEX,0,25.366906474820144,172.9568345323741,67.46762589928058,8,139,19,97,23,56,83
2016,MGL,0,26.733333333333334,169.26666666666668,68.42222222222222,3,45,0,43,2,20,25
2016,MHL,0,18.8,166.6,70.4,0,5,0,3,2,3,2
2016,MKD,0,22.166666666666668,170.33333333333334,62.333333333333336,0,6,0,4,2,4,2
2016,MLI,0,25.6,174.8,70.4,0,5,0,3,2,2,3
2016,MLT,0,25.2,176.0,75.8,0,5,0,3,2,2,3
2016,MNE,0,27.6,182.4,83.11428571428571,0,35,0,5,30,18,17
2016,MON,0,25.75,180.875,77.375,0,8,6,2,0,0,8
2016,MOZ,0,24.125,173.875,68.125,0,8,0,6,2,1,7
2016,MRI,0,24.7,173.5,65.8,0,10,0,8,2,5,5
2016,MTN,0,27.5,170.5,63.5,0,2,0,2,0,1,1
2016,MYA,0,27.714285714285715,170.71428571428572,62.714285714285715,0,7,0,6,1,2,5
2016,NAM,0,30.90909090909091,171.54545454545453,58.63636363636363,0,11,0,11,0,6,5
2016,NCA,0,21.4,170.8,60.6,0,5,0,3,2,2,3
2016,NED,0,26.747720364741642,177.7629179331307,70.66869300911854,99,329,57,188,84,176,153
2016,NEP,0,22.285714285714285,163.57142857142858,59.285714285714285,0,7,0,5,2,4,3
2016,NGR,0,25.945205479452056,177.53424657534248,76.84931506849315,17,73,0,43,30,27,46
2016,NIG,0,20.833333333333332,179.16666666666666,70.33333333333333,2,6,0,4,2,2,4
2016,NOR,0,27.49122807017544,177.94736842105263,69.91228070175438,19,57,6,35,16,28,29
2016,NRU,0,25.0,162.5,73.0,0,2,0,2,0,0,2
2016,NZL,0,26.065217391304348,177.3217391304348,74.25652173913043,77,230,12,129,89,113,117
2016,OMA,0,28.333333333333332,168.66666666666666,70.0,0,3,0,3,0,1,2
2016,PAK,0,21.8,172.2,76.6,0,5,0,3,2,2,3
2016,PAN,0,27.428571428571427,165.21428571428572,63.785714285714285,0,14,4,8,2,9,5
2016,PAR,0,29.545454545454547,173.9090909090909,71.9090909090909,0,11,0,9,2,5,6
2016,PER,0,25.705882352941178,168.52941176470588,62.088235294117645,0,34,4,28,2,15,19
2016,PHI,0,25.0,164.58333333333334,59.083333333333336,2,12,0,10,2,6,6
2016,PLE,0,24.25,171.5,64.25,0,4,0,2,2,1,3
2016,PLW,0,22.5,168.0,78.5,0,6,0,4,2,3,3
2016,PNG,0,26.25,171.5,65.0,0,8,0,7,1,2,6
2016,POL,0,27.06574394463668,180.5363321799308,75.49826989619378,28,289,16,215,58,125,164
2016,POR,0,27.87735849056604,175.79245283018867,69.40566037735849,1,106,4,78,24,34,72
2016,PRK,0,25.342105263157894,160.6315789473684,58.3421052631579,16,38,3,35,0,25,13
2016,PUR,0,25.75,177.5,66.35,4,40,12,27,1,27,13
2016,QAT,0,26.976190476190474,184.14285714285714,82.52380952380952,2,42,0,23,19,2,40
2016,ROT,0,23.916666666666668,169.91666666666666,63.416666666666664,0,12,0,8,4,5,7
2016,ROU,0,26.56198347107438,176.4793388429752,69.48760330578513,30,121,12,85,24,75,46
2016,RSA,0,25.271523178807946,177.09271523178808,71.09933774834437,34,151,6,73,72,44,107
2016,RUS,0,25.445273631840795,176.38059701492537,69.39303482587064,299,402,76,212,114,201,201
2016,RWA,0,31.0,162.5,59.0,0,2,0,2,0,1,1
2016,SAM,0,23.0,166.8,68.8,0,5,0,3,2,2,3
2016,SEN,0,29.0,178.0909090909091,72.86363636363636,0,22,0,8,14,16,6
2016,SEY,0,26.1,176.2,73.9,0,10,0,8,2,2,8
2016,SGP,0,24.40625,169.03125,63.46875,4,32,0,26,6,20,12
2016,SKN,0,29.11111111111111,178.33333333333334,75.88888888888889,0,9,0,9,0,1,8
2016,SLO,0,26.957142857142856,178.81428571428572,75.14285714285714,9,70,1,38,31,29,41
2016,SMR,0,34.0,173.0,69.5,0,4,0,4,0,2,2
2016,SOL,0,33.0,165.0,58.0,0,1,0,1,0,1,0
2016,SRB,0,27.590551181102363,183.5748031496063,79.22047244094489,123,127,12,70,45,57,70
2016,SRI,0,29.0,168.5,63.8,0,10,0,8,2,2,8
2016,SSD,0,24.0,173.33333333333334,63.333333333333336,0,3,0,3,0,1,2
2016,STP,0,27.333333333333332,168.0,57.333333333333336,0,3,0,3,0,1,2
2016,SUD,0,21.333333333333332,173.66666666666666,68.0,0,6,0,4,2,2,4
2016,SUI,0,25.95394736842105,174.05263157894737,67.11842105263158,32,152,34,98,20,61,91
2016,SUR,0,25.5,182.5,77.5,0,2,0,1,1,0,2
2016,SVK,0,27.96825396825397,180.04761904761904,72.7936507936508,22,63,4,53,6,24,39
2016,SWE,0,27.677419354838708,178.1021505376344,73.09677419354838,57,186,4,90,92,112,74
2016,SWZ,0,25.5,175.0,69.5,0,2,0,2,0,1,1
2016,SYR,0,25.0,185.33333333333334,84.83333333333333,0,6,0,4,2,2,4
2016,TAN,0,24.25,165.75,62.75,0,4,0,2,2,1,3
2016,TGA,0,22.142857142857142,177.85714285714286,79.0,0,7,0,5,2,3,4
2016,THA,0,25.96551724137931,169.5,65.91379310344827,14,58,0,56,2,30,28
2016,TJK,0,24.857142857142858,179.14285714285714,80.14285714285714,4,7,0,5,2,2,5
2016,TKM,0,22.444444444444443,175.0,77.33333333333333,0,9,0,7,2,5,4
2016,TLS,0,29.0,165.0,58.0,0,1,0,1,0,0,1
2016,TOG,0,17.0,158.0,53.0,0,1,0,0,1,1,0
2016,TPE,0,25.12121212121212,169.34848484848484,65.60606060606061,8,66,1,63,2,35,31
2016,TTO,0,26.225,174.1,69.2,1,40,4,34,2,18,22
2016,TUN,0,26.984126984126984,180.76190476190476,79.3015873015873,3,63,0,41,22,19,44
2016,TUR,0,25.403361344537814,175.18487394957984,69.9327731092437,14,119,10,92,17,54,65
2016,TUV,0,24.0,184.0,72.0,0,1,0,1,0,0,1
2016,UAE,0,27.90909090909091,171.63636363636363,73.0,1,11,0,9,2,3,8
