Year,NOC,Comes_from_City,Avg_Age,Avg_Height,Avg_Weight,Total_Medal_Score,Number_of_Athelete,Sport_type_Both,Sport_type_Individual,Sport_type_Team,Sex_F,Sex_M
2008,KAZ,0,25.65068493150685,176.3972602739726,72.25342465753425,23,146,12,103,31,74,72
2008,KEN,0,24.404761904761905,167.57142857142858,55.595238095238095,36,42,0,39,3,16,26
2008,KGZ,0,24.863636363636363,176.27272727272728,72.4090909090909,3,22,0,19,3,4,18
2008,KIR,0,23.5,174.0,93.0,0,2,0,2,0,0,2
2008,KOR,0,24.929878048780488,173.2408536585366,69.21341463414635,208,328,42,152,134,121,207
2008,KSA,0,28.058823529411764,174.94117647058823,69.52941176470588,0,17,0,17,0,0,17
2008,KUW,0,26.125,181.0,85.0625,0,8,0,7,1,0,8
2008,LAO,0,19.0,160.75,51.5,0,4,0,2,2,2,2
2008,LAT,0,26.07547169811321,183.96226415094338,82.11320754716981,7,53,0,35,18,18,35
2008,LBA,0,22.333333333333332,169.66666666666666,70.66666666666667,0,6,0,4,2,2,4
2008,LBR,0,29.0,176.0,65.33333333333333,0,3,0,3,0,2,1
2008,LCA,0,24.5,174.0,60.75,0,4,0,3,1,3,1
2008,LES,0,29.0,163.0,64.5,0,4,0,4,0,1,3
2008,LIB,0,24.0,175.0,71.6,0,5,0,3,2,2,3
2008,LIE,0,31.5,178.5,71.5,0,2,0,2,0,0,2
2008,LTU,0,26.153846153846153,181.66666666666666,76.6923076923077,7,78,5,51,22,33,45
2008,LUX,0,25.263157894736842,178.1578947368421,68.89473684210526,0,19,6,9,4,4,15
2008,MAD,0,25.833333333333332,164.83333333333334,63.25,0,6,0,4,2,2,4
2008,MAR,0,27.63157894736842,172.73684210526315,62.73684210526316,3,38,0,36,2,11,27
2008,MAS,0,23.641025641025642,169.82051282051282,66.76923076923077,2,39,0,32,7,14,25
2008,MAW,0,19.5,170.0,61.5,0,2,0,1,1,1,1
2008,MDA,0,27.133333333333333,177.26666666666668,77.3,1,30,0,27,3,8,22
2008,MDV,0,20.25,175.75,58.75,0,4,0,2,2,2,2
2008,MEX,0,25.66990291262136,170.05825242718447,65.33009708737865,10,103,5,85,13,51,52
2008,MGL,0,26.266666666666666,169.8,67.51666666666667,10,30,0,28,2,17,13
2008,MHL,0,19.25,165.75,65.75,0,4,0,2,2,2,2
2008,MKD,0,23.857142857142858,173.71428571428572,70.57142857142857,0,7,0,5,2,2,5
2008,MLI,0,27.4,181.4,71.4,0,5,0,3,2,3,2
2008,MLT,0,22.166666666666668,175.0,74.33333333333333,0,6,0,4,2,3,3
2008,MNE,0,27.45,187.7,91.45,0,20,0,6,14,2,18
2008,MON,0,29.0,174.8,75.4,0,5,0,5,0,1,4
2008,MOZ,0,23.5,174.75,66.75,0,4,0,2,2,2,2
2008,MRI,0,26.8,175.6,64.4,1,10,0,8,2,5,5
2008,MTN,0,20.5,169.5,60.0,0,2,0,2,0,1,1
2008,MYA,0,24.714285714285715,167.42857142857142,65.0,0,7,0,6,1,2,5
2008,NAM,0,29.5,172.1,61.0,0,10,0,10,0,5,5
2008,NCA,0,27.5,168.66666666666666,71.5,0,6,0,4,2,3,3
2008,NED,0,26.685512367491167,180.98586572438163,75.12720848056537,196,283,6,149,128,123,160
2008,NEP,0,27.125,163.125,61.625,0,8,0,6,2,4,4
2008,NGR,0,23.823529411764707,171.89411764705883,70.75294117647059,39,85,0,52,33,45,40
2008,NOR,0,28.033333333333335,176.57777777777778,71.87777777777778,49,90,0,51,39,51,39
2008,NRU,0,21.0,175.0,148.0,0,1,0,1,0,0,1
2008,NZL,0,26.487562189054728,178.30348258706468,74.86069651741293,29,201,0,101,100,89,112
2008,OMA,0,26.75,169.75,66.0,0,4,0,3,1,1,3
2008,PAK,0,24.0,172.13636363636363,63.36363636363637,0,22,0,4,18,2,20
2008,PAN,0,23.6,176.6,63.8,4,5,0,3,2,2,3
2008,PAR,0,22.285714285714285,173.85714285714286,74.85714285714286,0,7,0,5,2,4,3
2008,PER,0,24.166666666666668,175.25,79.83333333333333,0,12,0,10,2,6,6
2008,PHI,0,22.941176470588236,168.2941176470588,63.411764705882355,0,17,0,10,7,6,11
2008,PLE,0,22.0,163.0,58.666666666666664,0,3,0,2,1,2,1
2008,PLW,0,23.2,165.4,69.8,0,5,0,4,1,2,3
2008,PNG,0,24.555555555555557,175.88888888888889,71.33333333333333,0,9,0,5,4,4,5
2008,POL,0,26.48076923076923,179.38141025641025,74.8798076923077,51,312,30,242,40,132,180
2008,POR,0,27.82758620689655,174.11494252873564,68.29310344827586,6,87,0,73,14,29,58
2008,PRK,0,23.921875,162.390625,57.578125,13,64,5,46,13,42,22
2008,PUR,0,22.838709677419356,175.67741935483872,70.87096774193549,0,31,7,18,6,7,24
2008,QAT,0,24.15,174.45,68.9,0,20,0,19,1,0,20
2008,ROU,0,24.308139534883722,170.22674418604652,63.99418604651163,38,172,67,74,31,88,84
2008,RSA,0,24.860335195530727,176.3687150837989,71.11731843575419,2,179,0,90,89,80,99
2008,RUS,0,25.41304347826087,176.9732441471572,70.99247491638796,317,598,90,361,147,285,313
2008,RWA,0,24.75,172.0,61.25,0,4,0,2,2,2,2
2008,SAM,0,29.142857142857142,177.57142857142858,89.42857142857143,0,7,0,7,0,2,5
2008,SEN,0,23.416666666666668,173.41666666666666,66.5,0,12,0,10,2,7,5
2008,SEY,0,27.0,171.33333333333334,76.22222222222223,0,9,0,8,1,3,6
2008,SGP,0,22.86111111111111,171.22222222222223,63.416666666666664,6,36,0,26,10,23,13
2008,SKN,0,25.666666666666668,172.16666666666666,63.166666666666664,0,6,0,6,0,4,2
2008,SLE,0,21.0,160.33333333333334,55.0,0,3,0,3,0,1,2
2008,SLO,0,26.52054794520548,179.46575342465752,74.53424657534246,10,73,5,54,14,27,46
2008,SMR,0,27.666666666666668,176.66666666666666,72.66666666666667,0,3,0,2,1,1,2
2008,SOL,0,23.0,161.0,61.0,0,2,0,2,0,1,1
2008,SOM,0,17.5,170.5,62.0,0,2,0,2,0,1,1
2008,SRB,0,25.855670103092784,186.04123711340208,80.95876288659794,16,97,23,35,39,27,70
2008,SRI,0,27.666666666666668,169.44444444444446,65.0,0,9,0,7,2,4,5
2008,STP,0,21.25,171.5,65.75,0,4,0,4,0,1,3
2008,SUD,0,22.5,171.75,61.0,2,8,0,7,1,3,5
2008,SUI,0,27.448275862068964,176.7844827586207,69.84482758620689,21,116,14,83,19,48,68
2008,SUR,0,19.0,169.0,64.75,0,4,0,2,2,2,2
2008,SVK,0,27.71875,179.109375,72.296875,27,64,3,56,5,26,38
2008,SWE,0,27.790419161676645,178.19760479041915,71.7125748502994,12,167,0,94,73,95,72
2008,SWZ,0,20.0,174.0,64.25,0,4,0,2,2,2,2
2008,SYR,0,25.0,176.14285714285714,76.71428571428571,0,7,0,5,2,1,6
2008,TAN,0,25.875,169.0,61.875,0,8,0,6,2,2,6
2008,TGA,0,29.666666666666668,181.66666666666666,100.0,0,3,0,3,0,1,2
2008,THA,0,24.62264150943396,167.0754716981132,59.509433962264154,12,53,0,50,3,30,23
2008,TJK,0,27.3125,173.5,76.875,3,16,0,14,2,3,13
2008,TKM,0,23.7,169.7,70.2,0,10,0,8,2,4,6
2008,TLS,0,24.0,151.0,48.0,0,1,0,1,0,1,0
2008,TOG,0,27.5,177.75,76.25,1,4,0,4,0,1,3
2008,TPE,0,24.813186813186814,171.32967032967034,70.9010989010989,4,91,0,60,31,44,47
2008,TTO,0,25.161290322580644,178.32258064516128,73.2258064516129,22,31,0,27,4,12,19
2008,TUN,0,23.642857142857142,174.82142857142858,68.75,4,28,0,25,3,12,16
2008,TUR,0,25.633802816901408,173.98591549295776,71.54929577464789,13,71,0,58,13,21,50
2008,TUV,0,21.0,163.0,69.0,0,1,0,1,0,0,1
2008,UAE,0,27.75,172.125,69.25,0,8,0,7,1,1,7
2008,UGA,0,23.545454545454547,172.9090909090909,58.90909090909091,0,11,0,9,2,2,9
2008,UKR,0,24.874617737003057,175.43119266055047,69.9006116207951,66,327,31,243,53,166,161
2008,URU,0,25.307692307692307,178.07692307692307,73.23076923076923,0,13,0,9,4,3,10
2008,USA,0,26.3994708994709,177.7579365079365,74.44708994708995,807,756,80,448,228,366,390
2008,UZB,0,23.333333333333332,175.40579710144928,71.21739130434783,11,69,10,51,8,20,49
2008,VAN,0,21.5,171.5,69.5,0,2,0,2,0,1,1
2008,VEN,0,24.408,174.808,69.796,1,125,32,75,18,57,68
2008,VIE,0,25.41176470588235,162.11764705882354,58.05882352941177,2,17,5,11,1,9,8
2008,VIN,0,22.0,178.0,65.0,0,1,0,1,0,1,0
2008,YEM,0,20.142857142857142,165.42857142857142,55.57142857142857,0,7,4,3,0,1,6
2008,ZAM,0,21.857142857142858,168.71428571428572,61.857142857142854,0,7,0,5,2,2,5
2008,ZIM,0,25.214285714285715,171.92857142857142,63.714285714285715,10,14,0,9,5,8,6
2010,ALB,0,23.0,180.0,74.0,0,2,0,2,0,0,2
2010,ALG,0,17.0,170.0,65.0,0,1,0,1,0,0,1
2010,AND,0,23.55,176.15,71.45,0,20,0,19,1,7,13
2010,ARG,0,27.55,172.3,68.3,0,20,0,20,0,12,8
2010,ARM,0,20.5,170.66666666666666,69.0,0,6,0,6,0,3,3
2010,AUS,0,26.102040816326532,173.40816326530611,72.0204081632653,10,49,0,34,15,23,26
2010,AUT,0,27.575757575757574,177.0530303030303,73.5530303030303,68,132,0,111,21,41,91
2010,AZE,0,33.0,178.0,70.0,0,4,0,4,0,2,2
2010,BEL,0,27.4,177.1,73.4,0,10,0,8,2,4,6
2010,BER,0,28.0,193.0,81.0,0,1,0,1,0,0,1
2010,BIH,0,20.2,172.9,65.1,0,10,0,10,0,7,3
2010,BLR,0,27.54736842105263,175.02105263157895,70.70526315789473,7,95,0,73,22,42,53
2010,BRA,0,24.857142857142858,171.28571428571428,67.57142857142857,0,7,0,6,1,4,3
2010,BUL,0,25.951219512195124,172.58536585365854,67.58536585365853,0,41,0,39,2,15,26
2010,CAN,308,26.386363636363637,175.82467532467533,73.96266233766234,306,308,0,220,88,138,170
2010,CAY,0,22.0,180.0,86.0,0,1,0,1,0,0,1
2010,CHI,0,21.6,175.3,73.1,0,10,0,10,0,5,5
2010,CHN,0,23.52755905511811,169.61417322834646,63.55118110236221,49,127,0,94,33,83,44
2010,COL,0,26.0,161.0,52.0,0,2,0,2,0,2,0
2010,CRO,0,24.945945945945947,177.64864864864865,79.21621621621621,5,37,0,32,5,10,27
2010,CYP,0,20.0,168.0,65.5,0,4,0,4,0,2,2
2010,CZE,0,26.726744186046513,177.2906976744186,72.43604651162791,15,172,0,136,36,52,120
2010,DEN,0,30.347826086956523,175.7391304347826,73.1304347826087,0,23,0,13,10,10,13
2010,ESP,0,24.228571428571428,172.88571428571427,66.74285714285715,0,35,0,31,4,15,20
2010,EST,0,26.046875,175.6875,67.421875,2,64,0,64,0,27,37
2010,ETH,0,35.0,177.0,65.0,0,1,0,1,0,0,1
2010,FIN,0,26.753424657534246,175.43150684931507,70.41438356164383,48,146,0,100,46,53,93
2010,FRA,0,25.98469387755102,174.71428571428572,67.71428571428571,26,196,0,174,22,71,125
2010,GBR,0,26.155844155844157,175.98701298701297,74.28571428571429,4,77,0,54,23,29,48
2010,GEO,0,18.11111111111111,171.88888888888889,65.55555555555556,0,9,0,9,0,4,5
2010,GER,0,27.598455598455597,176.992277992278,73.32818532818533,123,259,0,195,64,105,154
2010,GHA,0,35.0,180.0,85.0,0,1,0,1,0,0,1
2010,GRE,0,27.666666666666668,173.83333333333334,71.58333333333333,0,12,0,12,0,5,7
2010,HKG,0,27.0,175.0,54.0,0,3,0,3,0,3,0
2010,HUN,0,23.78125,174.21875,69.15625,0,32,0,32,0,21,11
2010,IND,0,25.666666666666668,176.0,76.66666666666667,0,3,0,3,0,0,3
2010,IRI,0,22.285714285714285,175.0,66.57142857142857,0,7,0,7,0,2,5
2010,IRL,0,26.714285714285715,176.14285714285714,70.71428571428571,0,7,0,5,2,4,3
2010,ISL,0,23.285714285714285,179.28571428571428,81.42857142857143,0,7,0,7,0,2,5
2010,ISR,0,27.5,175.5,71.75,0,4,0,4,0,1,3
2010,ITA,0,27.091346153846153,173.625,68.95673076923077,9,208,0,187,21,80,128
2010,JAM,0,23.0,175.0,95.0,0,1,0,1,0,0,1
2010,JPN,0,25.758169934640524,167.84967320261438,62.209150326797385,12,153,0,129,24,72,81
2010,KAZ,0,24.45,173.65,66.55,2,100,0,100,0,48,52
2010,KGZ,0,26.666666666666668,178.66666666666666,71.66666666666667,0,3,0,3,0,1,2
2010,KOR,0,22.5,169.85714285714286,62.54761904761905,46,84,0,79,5,35,49
2010,LAT,0,25.925925925925927,177.679012345679,77.25925925925925,6,81,0,54,27,20,61
2010,LIB,0,20.833333333333332,168.66666666666666,59.333333333333336,0,6,0,6,0,4,2
2010,LIE,0,31.8,183.4,87.2,0,5,0,3,2,1,4
2010,LTU,0,23.76923076923077,175.69230769230768,67.53846153846153,0,13,0,13,0,5,8
2010,MAR,0,32.0,188.0,90.0,0,2,0,2,0,0,2
2010,MDA,0,26.272727272727273,173.63636363636363,66.27272727272727,0,11,0,11,0,4,7
2010,MEX,0,51.0,183.0,77.0,0,2,0,2,0,0,2
2010,MGL,0,25.0,171.5,63.5,0,2,0,2,0,1,1
2010,MKD,0,21.75,178.25,75.5,0,4,0,4,0,1,3
2010,MNE,0,19.0,178.0,84.0,0,2,0,2,0,0,2
2010,MON,0,29.5,169.83333333333334,71.16666666666667,0,6,0,4,2,4,2
2010,NED,0,25.246153846153845,177.43076923076924,72.49230769230769,24,65,0,59,6,35,30
2010,NEP,0,40.0,170.0,70.0,0,1,0,1,0,0,1
2010,NOR,0,26.98224852071006,178.9467455621302,73.40828402366864,90,169,0,142,27,46,123
2010,NZL,0,24.818181818181817,172.63636363636363,70.45454545454545,0,22,0,17,5,9,13
2010,PAK,0,23.0,168.0,55.0,0,1,0,1,0,0,1
2010,PER,0,21.4,168.0,63.0,0,5,0,5,0,2,3
2010,POL,0,25.245283018867923,170.91509433962264,63.386792452830186,14,106,0,96,10,61,45
2010,POR,0,36.0,165.0,60.0,0,1,0,1,0,0,1
2010,PRK,0,23.666666666666668,160.66666666666666,58.0,0,3,0,3,0,2,1
2010,ROU,0,24.571428571428573,172.28571428571428,68.22448979591837,0,49,0,41,8,28,21
2010,RSA,0,26.5,180.0,73.5,0,2,0,2,0,0,2
2010,RUS,0,25.602150537634408,175.19354838709677,70.94623655913979,48,279,0,205,74,126,153
2010,SLO,0,26.121495327102803,174.9532710280374,69.34579439252336,5,107,0,100,7,46,61
2010,SMR,0,22.0,180.0,75.0,0,1,0,1,0,0,1
2010,SRB,0,22.466666666666665,179.53333333333333,75.86666666666666,0,15,0,11,4,8,7
2010,SUI,0,26.542105263157893,176.53157894736842,73.51052631578948,30,190,0,114,76,66,124
2010,SVK,0,27.878504672897197,176.94392523364485,73.84579439252336,7,107,0,61,46,43,64
2010,SWE,0,27.058139534883722,177.02906976744185,74.94186046511628,54,172,0,121,51,80,92
2010,TJK,0,32.0,180.0,82.0,0,4,0,4,0,0,4
2010,TPE,0,24.0,175.0,67.0,0,1,0,1,0,0,1
2010,TUR,0,25.11111111111111,168.33333333333334,64.77777777777777,0,9,0,9,0,6,3
2010,UKR,0,26.526315789473685,171.5157894736842,64.71578947368421,0,95,0,93,2,51,44
2010,USA,0,26.01759530791789,174.90615835777126,73.39882697947215,196,341,0,247,94,145,196
2010,UZB,0,25.4,180.0,61.2,0,5,0,5,0,3,2
2012,AFG,0,24.833333333333332,171.66666666666666,60.833333333333336,1,6,0,6,0,1,5
2012,ALB,0,25.7,176.8,80.2,0,10,0,8,2,3,7
2012,ALG,0,24.914285714285715,174.4,66.85714285714286,4,35,11,23,1,17,18
2012,AND,0,35.4,173.4,68.0,0,5,0,3,2,1,4
2012,ANG,0,26.428571428571427,174.37142857142857,70.14285714285714,0,35,0,7,28,29,6
2012,ANT,0,23.0,174.25,68.0,0,4,0,3,1,2,2
2012,ARG,0,27.666666666666668,180.65277777777777,78.375,37,144,14,63,67,41,103
2012,ARM,0,24.93548387096774,173.32258064516128,73.16129032258064,4,31,7,22,2,4,27
2012,ARU,0,23.75,173.0,87.0,0,4,0,2,2,1,3
2012,ASA,0,21.0,171.0,73.33333333333333,0,3,0,1,2,1,2
2012,AUS,0,26.398785425101213,178.72672064777328,73.35222672064778,205,494,31,288,175,239,255
2012,AUT,0,28.2,176.67777777777778,69.5,0,90,10,60,20,38,52
2012,AZE,0,26.041666666666668,172.5,72.22916666666667,18,48,0,45,3,15,33
2012,BAH,0,26.46153846153846,176.57692307692307,68.76923076923077,16,26,0,24,2,11,15
2012,BAN,0,20.714285714285715,164.28571428571428,61.714285714285715,0,7,3,3,1,1,6
2012,BAR,0,23.5,183.0,74.125,0,8,0,5,3,0,8
2012,BDI,0,22.6,172.0,61.2,0,5,0,3,2,3,2
2012,BEL,0,27.661971830985916,177.40140845070422,70.50704225352112,4,142,10,82,50,49,93
2012,BEN,0,24.75,173.25,65.25,0,4,0,4,0,1,3
2012,BER,0,28.166666666666668,176.5,67.0,0,6,0,5,1,3,3
2012,BHU,0,27.5,155.0,60.0,0,2,0,2,0,2,0
2012,BIH,0,32.125,180.0,78.0,0,8,0,6,2,2,6
2012,BIZ,0,27.333333333333332,164.0,66.66666666666667,0,3,0,3,0,1,2
2012,BLR,0,27.07777777777778,177.17222222222222,72.97222222222223,38,180,3,143,34,83,97
2012,BOL,0,22.25,171.5,65.25,0,4,0,2,2,2,2
2012,BOT,0,24.0,179.0,65.0,2,3,0,3,0,1,2
2012,BRA,0,27.199324324324323,177.23986486486487,72.12162162162163,133,296,45,144,107,136,160
2012,BRN,0,22.571428571428573,167.14285714285714,56.42857142857143,1,14,0,12,2,10,4
2012,BRU,0,18.666666666666668,168.0,59.0,0,3,0,2,1,1,2
2012,BUL,0,26.093333333333334,176.62666666666667,69.54666666666667,3,75,17,44,14,36,39
2012,BUR,0,22.8,174.4,68.2,0,5,0,3,2,3,2
2012,CAF,0,24.5,173.25,61.0,0,4,0,4,0,2,2
2012,CAM,0,22.5,169.5,60.5,0,6,0,4,2,3,3
2012,CAN,0,26.406779661016948,174.57344632768363,68.94491525423729,79,354,23,231,100,208,146
2012,CAY,0,23.285714285714285,187.0,84.14285714285714,0,7,0,2,5,0,7
2012,CGO,0,26.142857142857142,172.0,67.85714285714286,0,7,0,5,2,3,4
2012,CHA,0,18.0,170.0,65.0,0,2,0,2,0,2,0
2012,CHI,0,29.84090909090909,172.72727272727272,69.6590909090909,0,44,6,36,2,18,26
2012,CHN,0,23.958246346555324,175.44050104384132,68.62630480167014,333,479,57,287,135,267,212
2012,CIV,0,23.7,173.0,65.9,0,10,0,8,2,6,4
2012,CMR,0,24.096774193548388,168.25806451612902,69.12903225806451,0,31,0,12,19,22,9
2012,COD,0,23.25,177.75,87.25,0,4,0,4,0,1,3
2012,COK,0,20.11111111111111,166.33333333333334,78.33333333333333,0,9,0,7,2,5,4
2012,COL,0,25.46086956521739,170.27826086956523,63.7304347826087,14,115,6,86,23,60,55
2012,COM,0,21.333333333333332,166.0,53.333333333333336,0,3,0,2,1,2,1
2012,CPV,0,22.333333333333332,177.33333333333334,79.33333333333333,0,3,0,3,0,2,1
2012,CRC,0,26.181818181818183,175.27272727272728,66.9090909090909,0,11,0,9,2,3,8
2012,CRO,0,26.991304347826087,183.22608695652173,81.08695652173913,83,115,6,51,58,48,67
2012,CUB,0,25.86046511627907,173.91860465116278,73.36046511627907,32,86,0,84,2,30,56
2012,CYP,0,25.76923076923077,178.0,73.53846153846153,2,13,0,11,2,4,9
2012,CZE,0,26.80503144654088,179.52830188679246,74.46540880503144,30,159,10,122,27,78,81
2012,DEN,0,26.91891891891892,180.5608108108108,74.94594594594595,30,148,0,91,57,73,75
2012,DJI,0,21.0,173.5,61.5,0,2,0,2,0,1,1
2012,DMA,0,21.5,174.0,61.5,0,2,0,2,0,1,1
2012,DOM,0,24.575757575757574,174.9090909090909,64.21212121212122,6,33,14,17,2,21,12
2012,ECU,0,24.97222222222222,171.22222222222223,66.33333333333333,0,36,0,33,3,13,23
2012,EGY,0,24.123076923076923,173.4,70.86923076923077,4,130,13,97,20,45,85
2012,ERI,0,24.166666666666668,174.08333333333334,59.583333333333336,0,12,0,12,0,1,11
2012,ESA,0,23.272727272727273,169.27272727272728,65.0909090909091,0,11,0,9,2,6,5
2012,ESP,0,26.505917159763314,176.32248520710058,70.92159763313609,110,338,33,163,142,135,203
2012,EST,0,27.305555555555557,182.97222222222223,85.0,3,36,0,32,4,11,25
2012,ETH,0,23.78787878787879,170.78787878787878,54.81818181818182,17,33,0,31,2,16,17
2012,FIJ,0,25.11111111111111,175.55555555555554,80.0,0,9,0,7,2,3,6
2012,FIN,0,27.47826086956522,175.04347826086956,69.27536231884058,6,69,4,51,14,37,32
2012,FRA,0,26.54952830188679,177.42688679245282,70.78301886792453,202,424,43,256,125,183,241
2012,FSM,0,27.5,165.5,64.16666666666667,0,6,0,4,2,2,4
2012,GAB,0,21.857142857142858,172.76190476190476,71.57142857142857,2,21,0,6,15,2,19
2012,GAM,0,22.0,156.0,68.0,0,2,0,2,0,1,1
2012,GBR,679,25.966126656848306,177.8217967599411,72.51472754050074,291,679,72,372,235,334,345
2012,GBS,0,25.75,168.5,68.25,0,4,0,4,0,2,2
2012,GEO,0,25.63888888888889,177.13888888888889,78.13888888888889,13,36,0,35,1,8,28
2012,GEQ,0,26.0,173.0,65.5,0,2,0,2,0,1,1
2012,GER,0,26.598039215686274,178.3235294117647,73.03921568627452,256,510,61,347,102,231,279
2012,GHA,0,23.25,170.25,59.5,0,4,0,4,0,1,3
2012,GRE,0,26.82882882882883,179.13513513513513,74.3108108108108,3,111,7,67,37,41,70
2012,GRN,0,25.125,178.375,67.5,4,8,0,7,1,3,5
2012,GUA,0,23.916666666666668,171.25,67.22916666666667,2,24,4,19,1,10,14
2012,GUI,0,22.5,169.5,79.75,0,4,0,3,1,2,2
2012,GUM,0,23.625,176.875,86.625,0,8,0,5,3,3,5
2012,GUY,0,24.6,172.4,67.4,0,5,0,3,2,2,3
2012,HAI,0,25.75,178.0,72.0,0,4,0,4,0,1,3
2012,HKG,0,24.70909090909091,168.6909090909091,62.89090909090909,1,55,9,40,6,29,26
2012,HON,0,22.458333333333332,169.54166666666666,71.625,0,24,0,6,18,3,21
2012,HUN,0,25.715,180.9,77.07,70,200,7,91,102,87,113
2012,INA,0,24.0,164.55,62.2,3,20,0,20,0,9,11
2012,IND,0,26.31578947368421,174.0,72.91447368421052,8,76,0,67,9,26,50
2012,IOA,0,24.75,178.5,70.0,0,4,0,4,0,1,3
2012,IRI,0,25.381818181818183,177.4,82.27272727272727,29,55,0,54,1,11,44
2012,IRL,0,28.671232876712327,174.82191780821918,66.6027397260274,9,73,1,65,7,34,39
2012,IRQ,0,23.666666666666668,171.0,75.66666666666667,0,6,0,5,1,2,4
2012,ISL,0,26.147058823529413,185.88235294117646,83.55882352941177,0,34,0,6,28,11,23
2012,ISR,0,24.6,173.3272727272727,66.52727272727273,0,55,17,23,15,22,33
2012,ISV,0,24.0,178.11111111111111,71.0,0,9,0,8,1,5,4
2012,ITA,0,27.264864864864865,176.47837837837838,70.7472972972973,136,370,63,219,88,165,205
2012,IVB,0,24.0,168.0,60.0,0,2,0,2,0,1,1
2012,JAM,0,26.112903225806452,176.48387096774192,72.06451612903226,58,62,0,59,3,33,29
2012,JOR,0,24.5,172.375,65.4375,0,8,0,6,2,4,4
2012,JPN,0,25.20967741935484,168.74462365591398,62.766129032258064,143,372,45,220,107,185,187
2012,KAZ,0,26.475,177.43333333333334,73.30833333333334,34,120,6,97,17,38,82
2012,KEN,0,24.62,169.38,57.92,21,50,0,47,3,21,29
2012,KGZ,0,22.866666666666667,174.46666666666667,72.13333333333334,0,15,0,13,2,3,12
2012,KIR,0,21.333333333333332,165.66666666666666,79.0,0,3,0,3,0,1,2
2012,KOR,0,25.437299035369776,172.7620578778135,67.32797427652733,128,311,44,169,98,135,176
2012,KSA,0,30.823529411764707,171.35294117647058,66.70588235294117,3,17,0,17,0,1,16
2012,KUW,0,30.0,178.0,75.04166666666667,1,12,0,10,2,3,9
2012,LAO,0,18.0,166.33333333333334,58.0,0,3,0,2,1,1,2
2012,LAT,0,26.34,181.04,77.76,6,50,6,38,6,14,36
2012,LBA,0,25.75,173.0,65.25,0,4,0,3,1,1,3
2012,LBR,0,27.333333333333332,173.33333333333334,68.0,0,3,0,3,0,2,1
2012,LCA,0,26.25,170.5,61.0,0,4,0,3,1,3,1
2012,LES,0,23.666666666666668,166.0,59.666666666666664,0,3,0,3,0,1,2
2012,LIB,0,21.8,174.1,66.2,0,10,0,8,2,7,3
2012,LIE,0,24.5,175.25,68.0,0,4,0,2,2,3,1
2012,LTU,0,26.893939393939394,184.25757575757575,80.31818181818181,12,66,0,46,20,25,41
2012,LUX,0,27.363636363636363,177.9090909090909,68.81818181818181,0,11,0,7,4,4,7
2012,MAD,0,24.714285714285715,168.57142857142858,65.71428571428571,0,7,0,5,2,4,3
2012,MAR,0,25.70689655172414,174.22413793103448,66.65517241379311,1,58,0,39,19,18,40
2012,MAS,0,23.210526315789473,167.57894736842104,62.8421052631579,3,38,0,36,2,16,22
2012,MAW,0,23.0,171.33333333333334,71.33333333333333,0,3,0,2,1,2,1
2012,MDA,0,24.25,176.7,73.6,2,20,0,18,2,8,12
2012,MDV,0,19.4,164.6,54.2,0,5,0,3,2,2,3
2012,MEX,0,25.26086956521739,171.4695652173913,67.03478260869565,73,115,2,86,27,43,72
2012,MGL,0,26.06451612903226,170.16129032258064,67.0,7,31,0,29,2,14,17
2012,MHL,0,20.5,173.75,74.75,0,4,0,2,2,2,2
2012,MKD,0,19.5,177.5,68.0,0,4,0,2,2,2,2
2012,MLI,0,27.333333333333332,179.66666666666666,77.66666666666667,0,3,0,2,1,2,1
2012,MLT,0,24.4,174.0,72.8,0,5,0,3,2,2,3
2012,MNE,0,27.5,183.02941176470588,83.82352941176471,28,34,0,7,27,15,19
2012,MON,0,28.833333333333332,180.33333333333334,72.83333333333333,0,6,0,5,1,1,5
2012,MOZ,0,23.0,173.0,65.6,0,5,0,3,2,2,3
2012,MRI,0,24.09090909090909,171.36363636363637,62.81818181818182,0,11,0,7,4,7,4
2012,MTN,0,22.5,165.5,59.0,0,2,0,2,0,1,1
2012,MYA,0,28.0,165.16666666666666,60.5,0,6,0,6,0,3,3
2012,NAM,0,27.444444444444443,170.44444444444446,59.333333333333336,0,9,0,9,0,4,5
2012,NCA,0,24.75,173.75,66.75,0,4,0,2,2,1,3
2012,NED,0,27.135135135135137,179.7882882882883,73.40090090090091,161,222,6,145,71,105,117
2012,NEP,0,21.0,162.8,59.8,0,5,0,3,2,3,2
2012,NGR,0,25.1875,178.5625,75.10416666666667,0,48,0,39,9,24,24
2012,NIG,0,24.4,170.8,64.6,0,5,0,4,1,2,3
2012,NOR,0,27.29787234042553,179.19148936170214,71.36170212765957,39,47,0,36,11,21,26
2012,NRU,0,27.0,174.5,110.5,0,2,0,2,0,0,2
2012,NZL,0,26.419354838709676,178.01612903225808,73.40322580645162,57,186,0,107,79,91,95
2012,OMA,0,23.333333333333332,168.33333333333334,65.66666666666667,0,3,0,3,0,1,2
2012,PAK,0,31.875,171.375,64.875,0,8,0,1,7,0,8
2012,PAN,0,23.571428571428573,176.28571428571428,68.28571428571429,0,7,0,5,2,2,5
2012,PAR,0,23.0,179.77777777777777,73.55555555555556,0,9,0,5,4,4,5
2012,PER,0,24.3125,169.0625,62.8125,0,16,0,13,3,7,9
2012,PHI,0,25.272727272727273,167.1818181818182,67.63636363636364,0,11,0,9,2,4,7
